,date,count,platform
2215,2021-07-18,9,10
2216,2021-07-19,52,10
2217,2021-07-20,44,10
2218,2021-07-21,52,10
2219,2021-07-22,45,10
2220,2021-07-23,51,10
2221,2021-07-24,21,10
2222,2021-07-25,9,10
2223,2021-07-26,50,10
2224,2021-07-27,43,10
2225,2021-07-28,51,10
2226,2021-07-29,43,10
2227,2021-07-30,50,10
2228,2021-07-31,26,10
2229,2021-08-01,6,10
2230,2021-08-02,42,10
2231,2021-08-03,35,10
2232,2021-08-04,45,10
2233,2021-08-05,36,10
2234,2021-08-06,40,10
2235,2021-08-07,19,10
2236,2021-08-08,6,10
2237,2021-08-09,39,10
2238,2021-08-10,36,10
2239,2021-08-11,43,10
2240,2021-08-12,39,10
2241,2021-08-13,39,10
2242,2021-08-14,17,10
2243,2021-08-15,8,10
2244,2021-08-16,40,10
2245,2021-08-17,35,10
2246,2021-08-18,43,10
2247,2021-08-19,36,10
2248,2021-08-20,43,10
2249,2021-08-21,18,10
2250,2021-08-22,7,10
2251,2021-08-23,40,10
2252,2021-08-24,34,10
2253,2021-08-25,43,10
2264,2021-02-17,2,11
2265,2021-02-18,29,11
2266,2021-02-19,33,11
2267,2021-02-20,24,11
2268,2021-02-24,2,11
2269,2021-02-25,29,11
2270,2021-02-26,32,11
2271,2021-02-27,4,11
2272,2021-03-01,6,11
2273,2021-03-02,21,11
2274,2021-03-03,28,11
2275,2021-03-04,31,11
2276,2021-03-05,29,11
2277,2021-03-06,23,11
2278,2021-03-08,5,11
2279,2021-03-09,27,11
2280,2021-03-10,28,11
2281,2021-03-11,31,11
2282,2021-03-12,29,11
2283,2021-03-13,23,11
2284,2021-03-15,5,11
2285,2021-03-16,27,11
2286,2021-03-17,28,11
2287,2021-03-18,31,11
2288,2021-03-19,29,11
2289,2021-03-20,23,11
2290,2021-03-22,5,11
2291,2021-03-23,27,11
2292,2021-03-24,28,11
2293,2021-03-25,31,11
2294,2021-03-26,29,11
2295,2021-03-29,1,11
2296,2021-03-30,29,11
2297,2021-03-31,30,11
2298,2021-04-01,31,11
2299,2021-04-02,31,11
2300,2021-04-03,18,11
2301,2021-04-05,11,11
2302,2021-04-06,28,11
2303,2021-04-07,30,11
2304,2021-04-08,31,11
2305,2021-04-09,31,11
2306,2021-04-10,10,11
2307,2021-04-12,11,11
2308,2021-04-13,29,11
2309,2021-04-14,14,11
2310,2021-04-15,31,11
2311,2021-04-16,32,11
2312,2021-04-17,18,11
2313,2021-04-19,11,11
2314,2021-04-20,28,11
2315,2021-04-21,31,11
2316,2021-04-22,30,11
2317,2021-04-23,32,11
2318,2021-04-24,18,11
2319,2021-04-26,11,11
2320,2021-04-27,28,11
2321,2021-04-28,30,11
2322,2021-04-29,31,11
2323,2021-04-30,32,11
2324,2021-05-01,10,11
2325,2021-05-03,14,11
2326,2021-05-04,22,11
2327,2021-05-05,27,11
2328,2021-05-06,25,11
2329,2021-05-07,25,11
2330,2021-05-08,10,11
2331,2021-05-10,14,11
2332,2021-05-11,22,11
2333,2021-05-12,27,11
2334,2021-05-13,25,11
2335,2021-05-14,25,11
2336,2021-05-15,10,11
2337,2021-05-17,14,11
2338,2021-05-18,22,11
2339,2021-05-19,27,11
2340,2021-05-20,25,11
2341,2021-05-21,25,11
2342,2021-05-24,14,11
2343,2021-05-25,22,11
2344,2021-05-26,27,11
2345,2021-05-27,25,11
2346,2021-05-28,25,11
2347,2021-05-29,10,11
2348,2021-06-01,28,11
2349,2021-06-02,31,11
2350,2021-06-03,31,11
2351,2021-06-04,30,11
2352,2021-06-05,15,11
2353,2021-06-07,13,11
2354,2021-06-09,31,11
2355,2021-06-10,31,11
2356,2021-06-11,30,11
2357,2021-06-12,15,11
2358,2021-06-14,13,11
2359,2021-06-15,28,11
2360,2021-06-16,31,11
2361,2021-06-17,31,11
2362,2021-06-18,30,11
2363,2021-06-19,15,11
2364,2021-06-21,13,11
2365,2021-06-22,28,11
2366,2021-06-23,31,11
2367,2021-06-24,31,11
2368,2021-06-25,30,11
2369,2021-06-26,15,11
2370,2021-06-28,13,11
2371,2021-06-29,27,11
2372,2021-06-30,31,11
2373,2021-07-01,30,11
2374,2021-07-02,30,11
2375,2021-07-03,14,11
2376,2021-07-05,14,11
2377,2021-07-06,26,11
2378,2021-07-07,30,11
2379,2021-07-08,30,11
2380,2021-07-09,30,11
2381,2021-07-10,13,11
2382,2021-07-12,14,11
2383,2021-07-13,26,11
2384,2021-07-14,30,11
2385,2021-07-15,30,11
2386,2021-07-16,30,11
2387,2021-07-17,13,11
2388,2021-07-19,14,11
2389,2021-07-20,26,11
2390,2021-07-21,30,11
2391,2021-07-22,30,11
2392,2021-07-23,30,11
2393,2021-07-24,14,11
2394,2021-07-26,14,11
2395,2021-07-27,26,11
2396,2021-07-28,30,11
2397,2021-07-29,30,11
2398,2021-07-30,30,11
2399,2021-07-31,7,11
2400,2021-08-02,16,11
2401,2021-08-03,22,11
2402,2021-08-04,21,11
2403,2021-08-05,26,11
2404,2021-08-06,21,11
2405,2021-08-07,7,11
2406,2021-08-09,16,11
2407,2021-08-10,25,11
2408,2021-08-11,22,11
2409,2021-08-12,26,11
2410,2021-08-13,21,11
2411,2021-08-14,7,11
2412,2021-08-16,16,11
2413,2021-08-17,25,11
2414,2021-08-18,22,11
2415,2021-08-19,26,11
2416,2021-08-20,21,11
2417,2021-08-21,7,11
2418,2021-08-23,16,11
2419,2021-08-24,25,11
2420,2021-08-25,21,11
2422,2020-12-01,1,12
2423,2020-12-03,1,12
2424,2020-12-07,1,12
2425,2020-12-08,1,12
2426,2020-12-10,1,12
2427,2020-12-14,1,12
2428,2020-12-15,1,12
2429,2020-12-17,1,12
2430,2020-12-21,1,12
2431,2020-12-22,1,12
2432,2020-12-23,1,12
2433,2020-12-24,1,12
2434,2020-12-25,1,12
2435,2020-12-26,1,12
2436,2020-12-27,1,12
2437,2020-12-28,1,12
2438,2020-12-29,1,12
2439,2020-12-30,1,12
2440,2020-12-31,1,12
2441,2021-01-01,1,12
2442,2021-01-04,1,12
2443,2021-01-08,1,12
2444,2021-01-15,1,12
2445,2021-01-22,1,12
2446,2021-01-24,1,12
2447,2021-01-29,1,12
2448,2021-02-05,1,12
2449,2021-02-08,1,12
2450,2021-02-10,1,12
2451,2021-02-11,1,12
2452,2021-02-12,1,12
2453,2021-02-16,15,12
2454,2021-02-17,9,12
2455,2021-02-18,15,12
2456,2021-02-19,15,12
2457,2021-02-20,12,12
2458,2021-02-22,6,12
2459,2021-02-23,5,12
2460,2021-02-24,14,12
2461,2021-02-25,22,12
2462,2021-02-26,18,12
2463,2021-02-27,3,12
2464,2021-02-28,2,12
2465,2021-03-01,219,12
2466,2021-03-02,179,12
2467,2021-03-03,168,12
2468,2021-03-04,182,12
2469,2021-03-05,178,12
2470,2021-03-07,1,12
2471,2021-03-09,187,12
2472,2021-03-10,187,12
2473,2021-03-11,193,12
2474,2021-03-12,189,12
2475,2021-03-13,12,12
2476,2021-03-14,1,12
2477,2021-03-15,193,12
2478,2021-03-16,191,12
2479,2021-03-17,181,12
2480,2021-03-18,194,12
2481,2021-03-19,188,12
2482,2021-03-20,15,12
2483,2021-03-21,4,12
2484,2021-03-22,198,12
2485,2021-03-23,193,12
2486,2021-03-24,182,12
2487,2021-03-25,195,12
2488,2021-03-26,188,12
2489,2021-03-27,13,12
2490,2021-03-28,7,12
2491,2021-03-29,195,12
2492,2021-03-30,195,12
2493,2021-03-31,188,12
2494,2021-04-01,207,12
2495,2021-04-02,101,12
2496,2021-04-03,5,12
2497,2021-04-04,2,12
2498,2021-04-05,110,12
2499,2021-04-06,107,12
2500,2021-04-07,102,12
2501,2021-04-08,109,12
2502,2021-04-09,105,12
2503,2021-04-10,9,12
2504,2021-04-11,4,12
2505,2021-04-12,110,12
2506,2021-04-13,109,12
2507,2021-04-14,103,12
2508,2021-04-15,110,12
2509,2021-04-16,103,12
2510,2021-04-17,8,12
2511,2021-04-18,3,12
2512,2021-04-19,108,12
2513,2021-04-20,105,12
2514,2021-04-21,106,12
2515,2021-04-22,109,12
2516,2021-04-23,94,12
2517,2021-04-24,16,12
2518,2021-04-25,5,12
2519,2021-04-26,107,12
2520,2021-04-27,106,12
2521,2021-04-28,104,12
2522,2021-04-29,109,12
2523,2021-04-30,106,12
2524,2021-05-01,115,12
2525,2021-05-02,126,12
2526,2021-05-03,90,12
2527,2021-05-04,104,12
2528,2021-05-05,103,12
2529,2021-05-06,110,12
2530,2021-05-07,106,12
2531,2021-05-08,44,12
2532,2021-05-09,3,12
2533,2021-05-10,88,12
2534,2021-05-11,110,12
2535,2021-05-12,105,12
2536,2021-05-13,109,12
2537,2021-05-14,106,12
2538,2021-05-15,80,12
2539,2021-05-16,6,12
2540,2021-05-17,110,12
2541,2021-05-18,108,12
2542,2021-05-19,108,12
2543,2021-05-20,103,12
2544,2021-05-21,103,12
2545,2021-05-22,41,12
2546,2021-05-23,6,12
2547,2021-05-24,108,12
2548,2021-05-25,105,12
2549,2021-05-26,106,12
2550,2021-05-27,108,12
2551,2021-05-28,104,12
2552,2021-05-29,12,12
2553,2021-05-30,10,12
2554,2021-05-31,118,12
2555,2021-06-01,126,12
2556,2021-06-02,145,12
2557,2021-06-03,112,12
2558,2021-06-04,106,12
2559,2021-06-05,5,12
2560,2021-06-06,3,12
2561,2021-06-07,110,12
2562,2021-06-08,110,12
2563,2021-06-09,110,12
2564,2021-06-10,111,12
2565,2021-06-11,110,12
2566,2021-06-12,8,12
2567,2021-06-13,16,12
2568,2021-06-14,7,12
2569,2021-06-15,110,12
2570,2021-06-16,108,12
2571,2021-06-17,103,12
2572,2021-06-18,104,12
2573,2021-06-19,21,12
2574,2021-06-20,5,12
2575,2021-06-21,104,12
2576,2021-06-22,100,12
2577,2021-06-23,102,12
2578,2021-06-24,104,12
2579,2021-06-25,106,12
2580,2021-06-26,11,12
2581,2021-06-27,5,12
2582,2021-06-28,109,12
2583,2021-06-29,107,12
2584,2021-06-30,109,12
2585,2021-07-01,122,12
2586,2021-07-02,107,12
2587,2021-07-03,52,12
2588,2021-07-05,112,12
2589,2021-07-06,107,12
2590,2021-07-07,107,12
2591,2021-07-08,107,12
2592,2021-07-09,105,12
2593,2021-07-10,12,12
2594,2021-07-11,29,12
2595,2021-07-12,112,12
2596,2021-07-13,108,12
2597,2021-07-14,109,12
2598,2021-07-15,109,12
2599,2021-07-16,102,12
2600,2021-07-17,16,12
2601,2021-07-18,4,12
2602,2021-07-19,110,12
2603,2021-07-20,106,12
2604,2021-07-21,102,12
2605,2021-07-22,108,12
2606,2021-07-23,106,12
2607,2021-07-24,21,12
2608,2021-07-25,29,12
2609,2021-07-26,111,12
2610,2021-07-27,106,12
2611,2021-07-28,108,12
2612,2021-07-29,110,12
2613,2021-07-30,103,12
2614,2021-07-31,25,12
2615,2021-08-01,111,12
2616,2021-08-02,108,12
2617,2021-08-03,103,12
2618,2021-08-04,92,12
2619,2021-08-05,106,12
2620,2021-08-06,104,12
2621,2021-08-07,29,12
2622,2021-08-08,39,12
2623,2021-08-09,106,12
2624,2021-08-10,106,12
2625,2021-08-11,105,12
2626,2021-08-12,109,12
2627,2021-08-13,106,12
2628,2021-08-14,9,12
2629,2021-08-15,81,12
2630,2021-08-16,111,12
2631,2021-08-17,106,12
2632,2021-08-18,106,12
2633,2021-08-19,110,12
2634,2021-08-20,103,12
2635,2021-08-21,33,12
2636,2021-08-22,39,12
2637,2021-08-23,108,12
2638,2021-08-24,106,12
2639,2021-08-25,104,12
2647,2021-07-27,145,13
2648,2021-07-28,145,13
2649,2021-07-29,145,13
2650,2021-07-30,145,13
2651,2021-07-31,144,13
2652,2021-08-06,1,13
2653,2021-08-13,1,13
2654,2021-08-14,1,13
2655,2021-08-16,3,13
2656,2021-08-17,4,13
2657,2021-08-18,5,13
2658,2021-08-19,4,13
2659,2021-08-20,11,13
2660,2021-08-21,5,13
2661,2021-08-22,5,13
2662,2021-08-23,11,13
2663,2021-08-24,15,13
2664,2021-08-25,12,13
2671,2019-09-04,2,14
2672,2019-09-05,1,14
2673,2019-09-06,1,14
2674,2019-09-08,1,14
2675,2019-09-10,2,14
2676,2019-09-11,1,14
2677,2019-09-12,2,14
2678,2019-09-15,1,14
2679,2019-09-16,1,14
2680,2019-09-17,1,14
2681,2019-09-18,2,14
2682,2019-09-19,2,14
2683,2019-09-20,2,14
2684,2019-09-22,1,14
2685,2019-09-23,2,14
2686,2019-09-24,1,14
2687,2019-09-25,1,14
2688,2019-09-26,1,14
2689,2019-09-27,2,14
2690,2019-09-30,1,14
2691,2019-10-02,2,14
2692,2019-10-03,1,14
2693,2019-10-04,1,14
2694,2019-10-07,2,14
2695,2019-10-08,2,14
2696,2019-10-09,1,14
2697,2019-10-10,2,14
2698,2019-10-11,1,14
2699,2019-10-14,1,14
2700,2019-10-15,2,14
2701,2019-10-16,1,14
2702,2019-10-17,2,14
2703,2019-10-18,2,14
2704,2019-10-21,1,14
2705,2019-10-22,2,14
2706,2019-10-23,2,14
2707,2019-10-24,2,14
2708,2019-10-25,2,14
2709,2019-10-28,1,14
2710,2019-10-29,2,14
2711,2019-10-30,2,14
2712,2019-10-31,2,14
2713,2019-12-20,1,14
2714,2020-02-03,241,14
2715,2020-02-04,228,14
2716,2020-02-05,232,14
2717,2020-02-06,228,14
2718,2020-02-07,231,14
2719,2020-02-08,1,14
2720,2020-02-10,127,14
2721,2020-02-11,114,14
2722,2020-02-12,120,14
2723,2020-02-13,117,14
2724,2020-02-14,140,14
2725,2020-02-15,2,14
2726,2020-02-17,127,14
2727,2020-02-18,122,14
2728,2020-02-19,310,14
2729,2020-02-20,306,14
2730,2020-02-21,309,14
2731,2020-02-22,52,14
2732,2020-02-23,25,14
2733,2020-02-24,184,14
2734,2020-02-25,308,14
2735,2020-02-26,328,14
2736,2020-02-27,313,14
2737,2020-02-28,315,14
2738,2020-02-29,60,14
2739,2020-03-01,5,14
2740,2020-03-02,317,14
2741,2020-03-03,300,14
2742,2020-03-04,311,14
2743,2020-03-05,304,14
2744,2020-03-06,309,14
2745,2020-03-07,40,14
2746,2020-03-08,15,14
2747,2020-03-09,64,14
2748,2020-03-10,304,14
2749,2020-03-11,318,14
2750,2020-03-12,307,14
2751,2020-03-13,307,14
2752,2020-03-14,40,14
2753,2020-03-15,20,14
2754,2020-03-16,317,14
2755,2020-03-17,301,14
2756,2020-03-18,308,14
2757,2020-03-19,299,14
2758,2020-03-20,307,14
2759,2020-03-21,78,14
2760,2020-03-22,40,14
2761,2020-03-23,315,14
2762,2020-03-24,308,14
2763,2020-03-25,314,14
2764,2020-03-26,305,14
2765,2020-03-27,311,14
2766,2020-03-28,88,14
2767,2020-03-29,46,14
2768,2020-03-30,306,14
2769,2020-03-31,309,14
2770,2020-04-01,278,14
2771,2020-04-02,266,14
2772,2020-04-03,270,14
2773,2020-04-04,26,14
2774,2020-04-05,15,14
2775,2020-04-06,274,14
2776,2020-04-07,284,14
2777,2020-04-08,295,14
2778,2020-04-09,292,14
2779,2020-04-10,289,14
2780,2020-04-11,48,14
2781,2020-04-12,22,14
2782,2020-04-13,299,14
2783,2020-04-14,294,14
2784,2020-04-15,311,14
2785,2020-04-16,306,14
2786,2020-04-17,311,14
2787,2020-04-18,50,14
2788,2020-04-19,15,14
2789,2020-04-20,311,14
2790,2020-04-21,302,14
2791,2020-04-22,318,14
2792,2020-04-23,306,14
2793,2020-04-24,315,14
2794,2020-04-25,65,14
2795,2020-04-26,40,14
2796,2020-04-27,309,14
2797,2020-04-28,308,14
2798,2020-04-29,312,14
2799,2020-04-30,312,14
2800,2020-05-01,52,14
2801,2020-05-02,14,14
2802,2020-05-03,14,14
2803,2020-05-04,69,14
2804,2020-05-05,102,14
2805,2020-05-06,309,14
2806,2020-05-07,301,14
2807,2020-05-08,305,14
2808,2020-05-09,25,14
2809,2020-05-10,20,14
2810,2020-05-11,95,14
2811,2020-05-12,296,14
2812,2020-05-13,300,14
2813,2020-05-14,297,14
2814,2020-05-15,312,14
2815,2020-05-16,49,14
2816,2020-05-17,17,14
2817,2020-05-18,300,14
2818,2020-05-19,298,14
2819,2020-05-20,314,14
2820,2020-05-21,306,14
2821,2020-05-22,310,14
2822,2020-05-23,89,14
2823,2020-05-24,55,14
2824,2020-05-25,318,14
2825,2020-05-26,312,14
2826,2020-05-27,315,14
2827,2020-05-28,307,14
2828,2020-05-29,322,14
2829,2020-05-30,89,14
2830,2020-05-31,165,14
2831,2020-06-01,314,14
2832,2020-06-02,309,14
2833,2020-06-03,321,14
2834,2020-06-04,308,14
2835,2020-06-05,319,14
2836,2020-06-06,66,14
2837,2020-06-07,31,14
2838,2020-06-08,324,14
2839,2020-06-09,316,14
2840,2020-06-10,328,14
2841,2020-06-11,315,14
2842,2020-06-12,168,14
2843,2020-06-13,34,14
2844,2020-06-14,33,14
2845,2020-06-15,357,14
2846,2020-06-16,351,14
2847,2020-06-17,362,14
2848,2020-06-18,353,14
2849,2020-06-19,365,14
2850,2020-06-20,52,14
2851,2020-06-21,38,14
2852,2020-06-22,372,14
2853,2020-06-23,356,14
2854,2020-06-24,357,14
2855,2020-06-25,358,14
2856,2020-06-26,357,14
2857,2020-06-27,47,14
2858,2020-06-28,27,14
2859,2020-06-29,360,14
2860,2020-06-30,371,14
2861,2020-07-01,260,14
2862,2020-07-02,353,14
2863,2020-07-03,356,14
2864,2020-07-04,47,14
2865,2020-07-05,26,14
2866,2020-07-06,351,14
2867,2020-07-07,342,14
2868,2020-07-08,356,14
2869,2020-07-09,342,14
2870,2020-07-10,353,14
2871,2020-07-11,57,14
2872,2020-07-12,26,14
2873,2020-07-13,353,14
2874,2020-07-14,347,14
2875,2020-07-15,360,14
2876,2020-07-16,349,14
2877,2020-07-17,346,14
2878,2020-07-18,47,14
2879,2020-07-19,31,14
2880,2020-07-20,361,14
2881,2020-07-21,357,14
2882,2020-07-22,368,14
2883,2020-07-23,361,14
2884,2020-07-24,363,14
2885,2020-07-25,90,14
2886,2020-07-26,56,14
2887,2020-07-27,368,14
2888,2020-07-28,363,14
2889,2020-07-29,380,14
2890,2020-07-30,367,14
2891,2020-07-31,386,14
2892,2020-08-01,18,14
2893,2020-08-02,14,14
2894,2020-08-03,353,14
2895,2020-08-04,348,14
2896,2020-08-05,353,14
2897,2020-08-06,347,14
2898,2020-08-07,351,14
2899,2020-08-08,49,14
2900,2020-08-09,20,14
2901,2020-08-10,353,14
2902,2020-08-11,359,14
2903,2020-08-12,364,14
2904,2020-08-13,364,14
2905,2020-08-14,366,14
2906,2020-08-15,57,14
2907,2020-08-16,29,14
2908,2020-08-17,366,14
2909,2020-08-18,358,14
2910,2020-08-19,366,14
2911,2020-08-20,358,14
2912,2020-08-21,363,14
2913,2020-08-22,67,14
2914,2020-08-23,48,14
2915,2020-08-24,366,14
2916,2020-08-25,364,14
2917,2020-08-26,360,14
2918,2020-08-27,364,14
2919,2020-08-28,370,14
2920,2020-08-29,72,14
2921,2020-08-30,52,14
2922,2020-08-31,383,14
2923,2020-09-01,333,14
2924,2020-09-02,341,14
2925,2020-09-03,333,14
2926,2020-09-04,337,14
2927,2020-09-05,53,14
2928,2020-09-06,23,14
2929,2020-09-07,338,14
2930,2020-09-08,340,14
2931,2020-09-09,346,14
2932,2020-09-10,342,14
2933,2020-09-11,343,14
2934,2020-09-12,54,14
2935,2020-09-13,26,14
2936,2020-09-14,340,14
2937,2020-09-15,342,14
2938,2020-09-16,359,14
2939,2020-09-17,349,14
2940,2020-09-18,354,14
2941,2020-09-19,49,14
2942,2020-09-20,28,14
2943,2020-09-21,360,14
2944,2020-09-22,360,14
2945,2020-09-23,373,14
2946,2020-09-24,360,14
2947,2020-09-25,368,14
2948,2020-09-26,64,14
2949,2020-09-27,38,14
2950,2020-09-28,366,14
2951,2020-09-29,364,14
2952,2020-09-30,375,14
2953,2020-10-01,306,14
2954,2020-10-02,309,14
2955,2020-10-03,74,14
2956,2020-10-04,69,14
2957,2020-10-05,302,14
2958,2020-10-06,299,14
2959,2020-10-07,321,14
2960,2020-10-08,304,14
2961,2020-10-09,316,14
2962,2020-10-10,89,14
2963,2020-10-11,70,14
2964,2020-10-12,302,14
2965,2020-10-13,303,14
2966,2020-10-14,324,14
2967,2020-10-15,309,14
2968,2020-10-16,313,14
2969,2020-10-17,97,14
2970,2020-10-18,79,14
2971,2020-10-19,312,14
2972,2020-10-20,312,14
2973,2020-10-21,328,14
2974,2020-10-22,317,14
2975,2020-10-23,322,14
2976,2020-10-24,113,14
2977,2020-10-25,88,14
2978,2020-10-26,318,14
2979,2020-10-27,315,14
2980,2020-10-28,331,14
2981,2020-10-29,310,14
2982,2020-10-30,328,14
2983,2020-10-31,135,14
2984,2020-11-01,141,14
2985,2020-11-02,318,14
2986,2020-11-03,314,14
2987,2020-11-04,245,14
2988,2020-11-05,323,14
2989,2020-11-06,322,14
2990,2020-11-07,129,14
2991,2020-11-08,129,14
2992,2020-11-09,311,14
2993,2020-11-10,309,14
2994,2020-11-11,327,14
2995,2020-11-12,320,14
2996,2020-11-13,322,14
2997,2020-11-14,144,14
2998,2020-11-15,135,14
2999,2020-11-16,318,14
3000,2020-11-17,321,14
3001,2020-11-18,330,14
3002,2020-11-19,323,14
3003,2020-11-20,331,14
3004,2020-11-21,142,14
3005,2020-11-22,131,14
3006,2020-11-23,325,14
3007,2020-11-24,324,14
3008,2020-11-25,337,14
3009,2020-11-26,332,14
3010,2020-11-27,333,14
3011,2020-11-28,145,14
3012,2020-11-29,159,14
3013,2020-11-30,342,14
3014,2020-12-01,319,14
3015,2020-12-02,336,14
3016,2020-12-03,326,14
3017,2020-12-04,327,14
3018,2020-12-05,152,14
3019,2020-12-06,109,14
3020,2020-12-07,321,14
3021,2020-12-08,321,14
3022,2020-12-09,336,14
3023,2020-12-10,316,14
3024,2020-12-11,332,14
3025,2020-12-12,246,14
3026,2020-12-13,214,14
3027,2020-12-14,329,14
3028,2020-12-15,329,14
3029,2020-12-16,335,14
3030,2020-12-17,328,14
3031,2020-12-18,333,14
3032,2020-12-19,248,14
3033,2020-12-20,216,14
3034,2020-12-21,332,14
3035,2020-12-22,330,14
3036,2020-12-23,340,14
3037,2020-12-24,323,14
3038,2020-12-25,332,14
3039,2020-12-26,262,14
3040,2020-12-27,228,14
3041,2020-12-28,332,14
3042,2020-12-29,321,14
3043,2020-12-30,325,14
3044,2020-12-31,314,14
3045,2021-01-01,12,14
3046,2021-01-02,2,14
3047,2021-01-03,6,14
3048,2021-01-04,69,14
3049,2021-01-05,75,14
3050,2021-01-06,77,14
3051,2021-01-07,56,14
3052,2021-01-08,55,14
3053,2021-01-09,15,14
3054,2021-01-10,5,14
3055,2021-01-11,351,14
3056,2021-01-12,346,14
3057,2021-01-13,363,14
3058,2021-01-14,352,14
3059,2021-01-15,358,14
3060,2021-01-16,47,14
3061,2021-01-17,41,14
3062,2021-01-18,358,14
3063,2021-01-19,359,14
3064,2021-01-20,369,14
3065,2021-01-21,360,14
3066,2021-01-22,362,14
3067,2021-01-23,60,14
3068,2021-01-24,48,14
3069,2021-01-25,364,14
3070,2021-01-26,367,14
3071,2021-01-27,376,14
3072,2021-01-28,370,14
3073,2021-01-29,380,14
3074,2021-01-30,60,14
3075,2021-01-31,161,14
3076,2021-02-01,366,14
3077,2021-02-02,368,14
3078,2021-02-03,372,14
3079,2021-02-04,375,14
3080,2021-02-05,380,14
3081,2021-02-06,77,14
3082,2021-02-07,50,14
3083,2021-02-08,373,14
3084,2021-02-09,367,14
3085,2021-02-10,380,14
3086,2021-02-11,370,14
3087,2021-02-12,370,14
3088,2021-02-13,199,14
3089,2021-02-14,179,14
3090,2021-02-15,380,14
3091,2021-02-16,368,14
3092,2021-02-17,374,14
3093,2021-02-18,374,14
3094,2021-02-19,380,14
3095,2021-02-20,323,14
3096,2021-02-21,193,14
3097,2021-02-22,342,14
3098,2021-02-23,235,14
3099,2021-02-24,378,14
3100,2021-02-25,380,14
3101,2021-02-26,384,14
3102,2021-02-27,205,14
3103,2021-02-28,229,14
3104,2021-03-01,379,14
3105,2021-03-02,376,14
3106,2021-03-03,383,14
3107,2021-03-04,373,14
3108,2021-03-05,377,14
3109,2021-03-06,43,14
3110,2021-03-07,34,14
3111,2021-03-08,121,14
3112,2021-03-09,370,14
3113,2021-03-10,392,14
3114,2021-03-11,386,14
3115,2021-03-12,386,14
3116,2021-03-13,61,14
3117,2021-03-14,33,14
3118,2021-03-15,386,14
3119,2021-03-16,378,14
3120,2021-03-17,390,14
3121,2021-03-18,381,14
3122,2021-03-19,385,14
3123,2021-03-20,65,14
3124,2021-03-21,34,14
3125,2021-03-22,382,14
3126,2021-03-23,377,14
3127,2021-03-24,388,14
3128,2021-03-25,375,14
3129,2021-03-26,391,14
3130,2021-03-27,67,14
3131,2021-03-28,75,14
3132,2021-03-29,394,14
3133,2021-03-30,389,14
3134,2021-03-31,405,14
3135,2021-04-01,401,14
3136,2021-04-02,398,14
3137,2021-04-03,67,14
3138,2021-04-04,63,14
3139,2021-04-05,408,14
3140,2021-04-06,400,14
3141,2021-04-07,404,14
3142,2021-04-08,400,14
3143,2021-04-09,400,14
3144,2021-04-10,88,14
3145,2021-04-11,65,14
3146,2021-04-12,410,14
3147,2021-04-13,402,14
3148,2021-04-14,406,14
3149,2021-04-15,408,14
3150,2021-04-16,401,14
3151,2021-04-17,92,14
3152,2021-04-18,64,14
3153,2021-04-19,402,14
3154,2021-04-20,399,14
3155,2021-04-21,398,14
3156,2021-04-22,395,14
3157,2021-04-23,410,14
3158,2021-04-24,90,14
3159,2021-04-25,79,14
3160,2021-04-26,403,14
3161,2021-04-27,393,14
3162,2021-04-28,406,14
3163,2021-04-29,403,14
3164,2021-04-30,401,14
3165,2021-05-01,13,14
3166,2021-05-02,9,14
3167,2021-05-03,94,14
3168,2021-05-04,373,14
3169,2021-05-05,387,14
3170,2021-05-06,378,14
3171,2021-05-07,377,14
3172,2021-05-08,47,14
3173,2021-05-09,22,14
3174,2021-05-10,123,14
3175,2021-05-11,385,14
3176,2021-05-12,392,14
3177,2021-05-13,389,14
3178,2021-05-14,380,14
3179,2021-05-15,60,14
3180,2021-05-16,41,14
3181,2021-05-17,377,14
3182,2021-05-18,383,14
3183,2021-05-19,385,14
3184,2021-05-20,380,14
3185,2021-05-21,377,14
3186,2021-05-22,69,14
3187,2021-05-23,47,14
3188,2021-05-24,390,14
3189,2021-05-25,385,14
3190,2021-05-26,389,14
3191,2021-05-27,385,14
3192,2021-05-28,385,14
3193,2021-05-29,63,14
3194,2021-05-30,57,14
3195,2021-05-31,384,14
3196,2021-06-01,399,14
3197,2021-06-02,409,14
3198,2021-06-03,399,14
3199,2021-06-04,405,14
3200,2021-06-05,91,14
3201,2021-06-06,55,14
3202,2021-06-07,400,14
3203,2021-06-08,407,14
3204,2021-06-09,418,14
3205,2021-06-10,402,14
3206,2021-06-11,411,14
3207,2021-06-12,76,14
3208,2021-06-13,55,14
3209,2021-06-14,229,14
3210,2021-06-15,404,14
3211,2021-06-16,416,14
3212,2021-06-17,407,14
3213,2021-06-18,411,14
3214,2021-06-19,76,14
3215,2021-06-20,50,14
3216,2021-06-21,409,14
3217,2021-06-22,406,14
3218,2021-06-23,418,14
3219,2021-06-24,406,14
3220,2021-06-25,409,14
3221,2021-06-26,88,14
3222,2021-06-27,63,14
3223,2021-06-28,409,14
3224,2021-06-29,406,14
3225,2021-06-30,418,14
3226,2021-07-01,384,14
3227,2021-07-02,382,14
3228,2021-07-03,77,14
3229,2021-07-04,69,14
3230,2021-07-05,379,14
3231,2021-07-06,384,14
3232,2021-07-07,389,14
3233,2021-07-08,383,14
3234,2021-07-09,389,14
3235,2021-07-10,93,14
3236,2021-07-11,69,14
3237,2021-07-12,386,14
