,date,count,platform
1100,2020-06-05,5,7
1101,2020-06-06,2,7
1102,2020-06-07,1,7
1103,2020-06-08,5,7
1104,2020-06-09,6,7
1105,2020-06-10,7,7
1106,2020-06-11,4,7
1107,2020-06-12,5,7
1108,2020-06-13,2,7
1109,2020-06-14,1,7
1110,2020-06-15,5,7
1111,2020-06-16,6,7
1112,2020-06-17,7,7
1113,2020-06-18,4,7
1114,2020-06-19,5,7
1115,2020-06-20,2,7
1116,2020-06-21,1,7
1117,2020-06-22,5,7
1118,2020-06-23,6,7
1119,2020-06-24,7,7
1120,2020-06-25,3,7
1121,2020-06-26,6,7
1122,2020-06-27,2,7
1123,2020-06-28,1,7
1124,2020-06-29,5,7
1125,2020-06-30,5,7
1126,2020-07-01,2,7
1127,2020-07-02,2,7
1128,2020-07-04,1,7
1129,2020-07-05,1,7
1130,2020-07-06,1,7
1131,2020-07-07,1,7
1132,2020-07-09,1,7
1133,2020-07-10,2,7
1134,2020-07-11,1,7
1135,2020-07-12,1,7
1136,2020-07-14,2,7
1137,2020-07-15,2,7
1138,2020-07-16,1,7
1139,2020-07-17,1,7
1140,2020-07-18,1,7
1141,2020-07-19,1,7
1142,2020-07-20,1,7
1143,2020-07-21,1,7
1144,2020-07-22,4,7
1145,2020-07-24,1,7
1146,2020-07-25,2,7
1147,2020-07-26,1,7
1148,2020-07-27,1,7
1149,2020-07-28,1,7
1150,2020-07-29,2,7
1151,2020-07-31,4,7
1152,2020-08-03,1,7
1153,2020-08-05,2,7
1154,2020-08-06,3,7
1155,2020-08-07,1,7
1156,2020-08-09,1,7
1157,2020-08-10,1,7
1158,2020-08-12,2,7
1159,2020-08-13,1,7
1160,2020-08-14,2,7
1161,2020-08-17,1,7
1162,2020-08-18,1,7
1163,2020-08-19,3,7
1164,2020-08-20,2,7
1165,2020-08-21,3,7
1166,2020-08-25,1,7
1167,2020-08-26,2,7
1168,2020-08-27,1,7
1169,2020-08-28,5,7
1170,2020-08-29,1,7
1171,2020-08-31,1,7
1172,2020-09-01,3,7
1173,2020-09-02,3,7
1174,2020-09-03,2,7
1175,2020-09-04,1,7
1176,2020-09-07,1,7
1177,2020-09-08,2,7
1178,2020-09-09,2,7
1179,2020-09-10,1,7
1180,2020-09-11,2,7
1181,2020-09-14,1,7
1182,2020-09-15,2,7
1183,2020-09-16,2,7
1184,2020-09-17,3,7
1185,2020-09-18,2,7
1186,2020-09-19,1,7
1187,2020-09-21,1,7
1188,2020-09-22,1,7
1189,2020-09-23,2,7
1190,2020-09-24,2,7
1191,2020-09-25,3,7
1192,2020-09-26,3,7
1193,2020-09-28,1,7
1194,2020-09-30,1,7
1195,2020-10-01,3,7
1196,2020-10-03,2,7
1197,2020-10-08,1,7
1198,2020-10-09,2,7
1199,2020-10-11,1,7
1200,2020-10-12,1,7
1201,2020-10-13,2,7
1202,2020-10-14,1,7
1203,2020-10-15,2,7
1204,2020-10-17,1,7
1205,2020-10-20,1,7
1206,2020-10-22,2,7
1207,2020-10-25,4,7
1208,2020-10-26,1,7
1209,2020-10-27,2,7
1210,2020-10-28,2,7
1211,2020-10-29,1,7
1212,2020-10-30,3,7
1213,2020-10-31,7,7
1214,2020-11-02,1,7
1215,2020-11-04,3,7
1216,2020-11-05,2,7
1217,2020-11-06,5,7
1218,2020-11-09,3,7
1219,2020-11-11,2,7
1220,2020-11-12,3,7
1221,2020-11-13,5,7
1222,2020-11-18,1,7
1223,2020-11-19,4,7
1224,2020-11-20,4,7
1225,2020-11-22,3,7
1226,2020-11-24,1,7
1227,2020-11-25,1,7
1228,2020-11-27,1,7
1229,2020-11-28,5,7
1230,2020-11-30,1,7
1231,2020-12-01,1,7
1232,2020-12-02,1,7
1233,2020-12-03,1,7
1234,2020-12-04,3,7
1235,2020-12-07,1,7
1236,2020-12-10,1,7
1237,2020-12-11,3,7
1238,2020-12-14,2,7
1239,2020-12-16,1,7
1240,2020-12-17,2,7
1241,2020-12-18,3,7
1242,2020-12-21,2,7
1243,2020-12-24,1,7
1244,2020-12-25,1,7
1245,2020-12-26,3,7
1246,2020-12-28,2,7
1247,2020-12-30,2,7
1248,2020-12-31,6,7
1249,2021-01-02,1,7
1250,2021-01-03,2,7
1251,2021-01-04,1,7
1252,2021-01-05,1,7
1253,2021-01-06,1,7
1254,2021-01-11,3,7
1255,2021-01-12,3,7
1256,2021-01-13,1,7
1257,2021-01-14,5,7
1258,2021-01-15,1,7
1259,2021-01-16,1,7
1260,2021-01-17,1,7
1261,2021-01-18,4,7
1262,2021-01-19,3,7
1263,2021-01-21,3,7
1264,2021-01-23,1,7
1265,2021-01-26,2,7
1266,2021-01-27,1,7
1267,2021-01-28,4,7
1268,2021-01-30,1,7
1269,2021-01-31,3,7
1270,2021-02-01,3,7
1271,2021-02-02,5,7
1272,2021-02-03,3,7
1273,2021-02-04,9,7
1274,2021-02-05,4,7
1275,2021-02-06,2,7
1276,2021-02-08,15,7
1277,2021-02-09,24,7
1278,2021-02-10,19,7
1279,2021-02-11,31,7
1280,2021-02-12,36,7
1281,2021-02-13,11,7
1282,2021-02-14,15,7
1283,2021-02-15,56,7
1284,2021-02-16,66,7
1285,2021-02-17,81,7
1286,2021-02-18,206,7
1287,2021-02-19,188,7
1288,2021-02-20,107,7
1289,2021-02-21,31,7
1290,2021-02-22,160,7
1291,2021-02-23,162,7
1292,2021-02-24,206,7
1293,2021-02-25,203,7
1294,2021-02-26,194,7
1295,2021-02-27,72,7
1296,2021-02-28,38,7
1297,2021-03-01,205,7
1298,2021-03-02,245,7
1299,2021-03-03,244,7
1300,2021-03-04,230,7
1301,2021-03-05,231,7
1302,2021-03-06,73,7
1303,2021-03-07,38,7
1304,2021-03-08,207,7
1305,2021-03-09,257,7
1306,2021-03-10,262,7
1307,2021-03-11,250,7
1308,2021-03-12,244,7
1309,2021-03-13,98,7
1310,2021-03-14,59,7
1311,2021-03-15,230,7
1312,2021-03-16,269,7
1313,2021-03-17,260,7
1314,2021-03-18,242,7
1315,2021-03-19,249,7
1316,2021-03-20,89,7
1317,2021-03-21,42,7
1318,2021-03-22,221,7
1319,2021-03-23,261,7
1320,2021-03-24,247,7
1321,2021-03-25,238,7
1322,2021-03-26,246,7
1323,2021-03-27,83,7
1324,2021-03-28,52,7
1325,2021-03-29,214,7
1326,2021-03-30,259,7
1327,2021-03-31,285,7
1328,2021-04-01,277,7
1329,2021-04-02,267,7
1330,2021-04-03,147,7
1331,2021-04-04,89,7
1332,2021-04-05,254,7
1333,2021-04-06,240,7
1334,2021-04-07,267,7
1335,2021-04-08,267,7
1336,2021-04-09,281,7
1337,2021-04-10,129,7
1338,2021-04-11,124,7
1339,2021-04-12,247,7
1340,2021-04-13,253,7
1341,2021-04-14,261,7
1342,2021-04-15,275,7
1343,2021-04-16,275,7
1344,2021-04-17,148,7
1345,2021-04-18,100,7
1346,2021-04-19,260,7
1347,2021-04-20,253,7
1348,2021-04-21,253,7
1349,2021-04-22,258,7
1350,2021-04-23,278,7
1351,2021-04-24,122,7
1352,2021-04-25,108,7
1353,2021-04-26,259,7
1354,2021-04-27,268,7
1355,2021-04-28,248,7
1356,2021-04-29,260,7
1357,2021-04-30,304,7
1358,2021-05-01,171,7
1359,2021-05-02,106,7
1360,2021-05-03,223,7
1361,2021-05-04,252,7
1362,2021-05-05,258,7
1363,2021-05-06,234,7
1364,2021-05-07,259,7
1365,2021-05-08,175,7
1366,2021-05-09,110,7
1367,2021-05-10,234,7
1368,2021-05-11,281,7
1369,2021-05-12,260,7
1370,2021-05-13,236,7
1371,2021-05-14,259,7
1372,2021-05-15,171,7
1373,2021-05-16,118,7
1374,2021-05-17,252,7
1375,2021-05-18,264,7
1376,2021-05-19,281,7
1377,2021-05-20,251,7
1378,2021-05-21,253,7
1379,2021-05-22,154,7
1380,2021-05-23,107,7
1381,2021-05-24,251,7
1382,2021-05-25,266,7
1383,2021-05-26,277,7
1384,2021-05-27,250,7
1385,2021-05-28,245,7
1386,2021-05-29,143,7
1387,2021-05-30,161,7
1388,2021-05-31,211,7
1389,2021-06-01,257,7
1390,2021-06-02,257,7
1391,2021-06-03,291,7
1392,2021-06-04,274,7
1393,2021-06-05,169,7
1394,2021-06-06,89,7
1395,2021-06-07,244,7
1396,2021-06-08,283,7
1397,2021-06-09,271,7
1398,2021-06-10,270,7
1399,2021-06-11,266,7
1400,2021-06-12,168,7
1401,2021-06-13,95,7
1402,2021-06-14,222,7
1403,2021-06-15,281,7
1404,2021-06-16,278,7
1405,2021-06-17,281,7
1406,2021-06-18,267,7
1407,2021-06-19,169,7
1408,2021-06-20,89,7
1409,2021-06-21,247,7
1410,2021-06-22,273,7
1411,2021-06-23,280,7
1412,2021-06-24,268,7
1413,2021-06-25,248,7
1414,2021-06-26,171,7
1415,2021-06-27,95,7
1416,2021-06-28,243,7
1417,2021-06-29,267,7
1418,2021-06-30,298,7
1419,2021-07-01,181,7
1420,2021-07-02,209,7
1421,2021-07-03,94,7
1422,2021-07-04,70,7
1423,2021-07-05,175,7
1424,2021-07-06,192,7
1425,2021-07-07,207,7
1426,2021-07-08,189,7
1427,2021-07-09,183,7
1428,2021-07-10,100,7
1429,2021-07-11,78,7
1430,2021-07-12,188,7
1431,2021-07-13,192,7
1432,2021-07-14,200,7
1433,2021-07-15,250,7
1434,2021-07-16,210,7
1435,2021-07-17,118,7
1436,2021-07-18,114,7
1437,2021-07-19,221,7
1438,2021-07-20,221,7
1439,2021-07-21,234,7
1440,2021-07-22,231,7
1441,2021-07-23,225,7
1442,2021-07-24,112,7
1443,2021-07-25,89,7
1444,2021-07-26,236,7
1445,2021-07-27,228,7
1446,2021-07-28,263,7
1447,2021-07-29,227,7
1448,2021-07-30,223,7
1449,2021-07-31,217,7
1450,2021-08-01,91,7
1451,2021-08-02,237,7
1452,2021-08-03,235,7
1453,2021-08-04,278,7
1454,2021-08-05,251,7
1455,2021-08-06,291,7
1456,2021-08-07,156,7
1457,2021-08-08,115,7
1458,2021-08-09,276,7
1459,2021-08-10,254,7
1460,2021-08-11,257,7
1461,2021-08-12,234,7
1462,2021-08-13,224,7
1463,2021-08-14,159,7
1464,2021-08-15,98,7
1465,2021-08-16,297,7
1466,2021-08-17,233,7
1467,2021-08-18,240,7
1468,2021-08-19,247,7
1469,2021-08-20,281,7
1470,2021-08-21,139,7
1471,2021-08-22,104,7
1472,2021-08-23,248,7
1473,2021-08-24,230,7
1474,2021-08-25,244,7
1583,2021-04-01,2,8
1584,2021-04-02,1,8
1585,2021-04-03,2,8
1586,2021-04-04,1,8
1587,2021-04-05,2,8
1588,2021-04-06,3,8
1589,2021-04-07,1,8
1590,2021-04-08,2,8
1591,2021-04-09,1,8
1592,2021-04-10,3,8
1593,2021-04-11,3,8
1594,2021-04-12,1,8
1595,2021-04-13,2,8
1596,2021-04-14,1,8
1597,2021-04-15,2,8
1598,2021-04-16,3,8
1599,2021-04-17,3,8
1600,2021-04-18,3,8
1601,2021-04-19,2,8
1602,2021-04-20,2,8
1603,2021-04-21,2,8
1604,2021-04-22,2,8
1605,2021-04-23,2,8
1606,2021-04-24,1,8
1607,2021-04-25,1,8
1608,2021-04-26,1,8
1609,2021-04-27,1,8
1610,2021-04-28,1,8
1611,2020-04-01,2,9
1612,2020-04-02,3,9
1613,2020-04-03,4,9
1614,2020-04-04,4,9
1615,2020-04-05,4,9
1616,2020-04-06,5,9
1617,2020-04-07,4,9
1618,2020-04-08,3,9
1619,2020-04-09,3,9
1620,2020-04-10,4,9
1621,2020-04-11,4,9
1622,2020-04-12,4,9
1623,2020-04-13,5,9
1624,2020-04-14,4,9
1625,2020-04-15,4,9
1626,2020-04-16,3,9
1627,2020-04-17,4,9
1628,2020-04-18,3,9
1629,2020-04-19,4,9
1630,2020-04-20,5,9
1631,2020-04-21,4,9
1632,2020-04-22,4,9
1633,2020-04-23,3,9
1634,2020-04-24,4,9
1635,2020-04-25,4,9
1636,2020-04-26,4,9
1637,2020-04-27,5,9
1638,2020-04-28,4,9
1639,2020-04-29,3,9
1640,2020-04-30,3,9
1641,2020-05-01,2,9
1642,2020-05-02,1,9
1643,2020-05-03,1,9
1644,2020-05-04,1,9
1645,2020-05-05,1,9
1646,2020-05-09,2,9
1647,2020-05-10,2,9
1648,2020-05-11,2,9
1649,2020-05-13,2,9
1650,2020-05-14,1,9
1651,2020-05-15,2,9
1652,2020-05-16,1,9
1653,2020-05-17,3,9
1654,2020-05-18,2,9
1655,2020-05-20,2,9
1656,2020-05-21,1,9
1657,2020-05-22,2,9
1658,2020-05-23,1,9
1659,2020-05-24,3,9
1660,2020-05-25,2,9
1661,2020-05-26,1,9
1662,2020-05-27,1,9
1663,2020-05-28,1,9
1664,2020-05-29,3,9
1665,2020-05-30,1,9
1666,2020-05-31,3,9
1667,2020-06-01,3,9
1668,2020-06-02,2,9
1669,2020-06-03,2,9
1670,2020-06-04,2,9
1671,2020-06-05,3,9
1672,2020-06-06,1,9
1673,2020-06-07,2,9
1674,2020-06-08,2,9
1675,2020-06-09,2,9
1676,2020-06-10,3,9
1677,2020-06-11,2,9
1678,2020-06-12,3,9
1679,2020-06-13,1,9
1680,2020-06-14,3,9
1681,2020-06-15,2,9
1682,2020-06-17,1,9
1683,2020-06-18,1,9
1684,2020-06-19,1,9
1685,2020-06-20,1,9
1686,2020-06-21,3,9
1687,2020-06-22,2,9
1688,2020-06-23,1,9
1689,2020-06-24,2,9
1690,2020-06-25,1,9
1691,2020-06-26,1,9
1692,2020-06-27,2,9
1693,2020-06-28,3,9
1694,2020-06-29,2,9
1695,2020-07-01,1,9
1696,2020-07-03,1,9
1697,2020-07-04,2,9
1698,2020-07-06,1,9
1699,2020-07-11,2,9
1700,2020-07-18,2,9
1701,2020-07-20,1,9
1702,2020-07-21,1,9
1703,2020-07-27,1,9
1704,2020-08-01,1,9
1705,2020-08-04,1,9
1706,2020-08-08,1,9
1707,2020-08-11,1,9
1708,2020-08-15,1,9
1709,2020-08-17,1,9
1710,2020-08-19,1,9
1711,2020-08-24,2,9
1712,2020-08-27,1,9
1713,2020-08-31,1,9
1714,2020-09-01,1,9
1715,2020-09-02,1,9
1716,2020-09-03,1,9
1717,2020-09-04,3,9
1718,2020-09-06,2,9
1719,2020-09-07,2,9
1720,2020-09-08,1,9
1721,2020-09-10,2,9
1722,2020-09-11,1,9
1723,2020-09-12,1,9
1724,2020-09-13,2,9
1725,2020-09-14,1,9
1726,2020-09-17,1,9
1727,2020-09-18,1,9
1728,2020-09-19,1,9
1729,2020-09-20,2,9
1730,2020-09-21,2,9
1731,2020-09-22,1,9
1732,2020-09-23,2,9
1733,2020-09-24,1,9
1734,2020-09-25,1,9
1735,2020-09-26,1,9
1736,2020-09-27,2,9
1737,2020-09-28,1,9
1738,2020-09-29,2,9
1739,2020-09-30,2,9
1740,2020-10-04,1,9
1741,2020-10-08,1,9
1742,2020-10-09,1,9
1743,2020-10-11,1,9
1744,2020-10-13,2,9
1745,2020-10-15,2,9
1746,2020-10-18,2,9
1747,2020-10-22,1,9
1748,2020-10-25,1,9
1749,2020-10-27,1,9
1750,2020-10-29,1,9
1751,2020-10-30,1,9
1752,2020-11-02,1,9
1753,2020-11-04,2,9
1754,2020-11-05,1,9
1755,2020-11-09,1,9
1756,2020-11-12,2,9
1757,2020-11-14,1,9
1758,2020-11-16,1,9
1759,2020-11-17,2,9
1760,2020-11-18,1,9
1761,2020-11-19,2,9
1762,2020-11-21,1,9
1763,2020-11-23,3,9
1764,2020-11-24,2,9
1765,2020-11-25,2,9
1766,2020-11-27,1,9
1767,2020-11-30,2,9
1768,2020-12-01,1,9
1769,2020-12-02,1,9
1770,2020-12-03,3,9
1771,2020-12-04,2,9
1772,2020-12-06,1,9
1773,2020-12-09,1,9
1774,2020-12-10,4,9
1775,2020-12-11,2,9
1776,2020-12-12,1,9
1777,2020-12-13,1,9
1778,2020-12-14,2,9
1779,2020-12-15,2,9
1780,2020-12-16,1,9
1781,2020-12-17,3,9
1782,2020-12-18,1,9
1783,2020-12-19,1,9
1784,2020-12-20,1,9
1785,2020-12-21,2,9
1786,2020-12-22,2,9
1787,2020-12-23,1,9
1788,2020-12-24,3,9
1789,2020-12-25,2,9
1790,2020-12-26,1,9
1791,2020-12-27,1,9
1792,2020-12-28,2,9
1793,2020-12-29,2,9
1794,2020-12-30,1,9
1795,2020-12-31,2,9
1796,2021-01-01,2,9
1797,2021-01-02,4,9
1798,2021-01-03,1,9
1799,2021-01-04,3,9
1800,2021-01-05,2,9
1801,2021-01-06,2,9
1802,2021-01-07,2,9
1803,2021-01-08,2,9
1804,2021-01-09,2,9
1805,2021-01-11,1,9
1806,2021-01-12,1,9
1807,2021-01-13,1,9
1808,2021-01-14,2,9
1809,2021-01-15,1,9
1810,2021-01-18,1,9
1811,2021-01-19,1,9
1812,2021-01-20,1,9
1813,2021-01-21,1,9
1814,2021-01-22,1,9
1815,2021-01-23,1,9
1816,2021-01-25,1,9
1817,2021-01-26,1,9
1818,2021-01-28,1,9
1819,2021-01-29,1,9
1820,2021-01-30,1,9
1821,2021-02-01,1,9
1822,2021-02-02,3,9
1823,2021-02-03,1,9
1824,2021-02-04,3,9
1825,2021-02-06,1,9
1826,2021-02-07,1,9
1827,2021-02-08,1,9
1828,2021-02-09,2,9
1829,2021-02-10,1,9
1830,2021-02-11,4,9
1831,2021-02-13,2,9
1832,2021-02-14,1,9
1833,2021-02-15,1,9
1834,2021-02-16,4,9
1835,2021-02-17,11,9
1836,2021-02-18,109,9
1837,2021-02-19,119,9
1838,2021-02-20,70,9
1839,2021-02-21,24,9
1840,2021-02-22,61,9
1841,2021-02-23,58,9
1842,2021-02-24,119,9
1843,2021-02-25,117,9
1844,2021-02-26,115,9
1845,2021-02-27,55,9
1846,2021-02-28,22,9
1847,2021-03-01,104,9
1848,2021-03-02,119,9
1849,2021-03-03,125,9
1850,2021-03-04,121,9
1851,2021-03-05,130,9
1852,2021-03-06,60,9
1853,2021-03-07,26,9
1854,2021-03-08,81,9
1855,2021-03-09,123,9
1856,2021-03-10,128,9
1857,2021-03-11,124,9
1858,2021-03-12,128,9
1859,2021-03-13,64,9
1860,2021-03-14,33,9
1861,2021-03-15,104,9
1862,2021-03-16,121,9
1863,2021-03-17,119,9
1864,2021-03-18,121,9
1865,2021-03-19,129,9
1866,2021-03-20,61,9
1867,2021-03-21,31,9
1868,2021-03-22,101,9
1869,2021-03-23,118,9
1870,2021-03-24,122,9
1871,2021-03-25,121,9
1872,2021-03-26,126,9
1873,2021-03-27,67,9
1874,2021-03-28,33,9
1875,2021-03-29,102,9
1876,2021-03-30,109,9
1877,2021-03-31,120,9
1878,2021-04-01,126,9
1879,2021-04-02,130,9
1880,2021-04-03,83,9
1881,2021-04-04,79,9
1882,2021-04-05,122,9
1883,2021-04-06,121,9
1884,2021-04-07,124,9
1885,2021-04-08,127,9
1886,2021-04-09,135,9
1887,2021-04-10,90,9
1888,2021-04-11,78,9
1889,2021-04-12,124,9
1890,2021-04-13,121,9
1891,2021-04-14,126,9
1892,2021-04-15,136,9
1893,2021-04-16,133,9
1894,2021-04-17,90,9
1895,2021-04-18,81,9
1896,2021-04-19,122,9
1897,2021-04-20,119,9
1898,2021-04-21,130,9
1899,2021-04-22,132,9
1900,2021-04-23,132,9
1901,2021-04-24,90,9
1902,2021-04-25,78,9
1903,2021-04-26,126,9
1904,2021-04-27,125,9
1905,2021-04-28,128,9
1906,2021-04-29,127,9
1907,2021-04-30,132,9
1908,2021-05-01,63,9
1909,2021-05-02,28,9
1910,2021-05-03,101,9
1911,2021-05-04,123,9
1912,2021-05-05,136,9
1913,2021-05-06,127,9
1914,2021-05-07,134,9
1915,2021-05-08,61,9
1916,2021-05-09,35,9
1917,2021-05-10,102,9
1918,2021-05-11,126,9
1919,2021-05-12,134,9
1920,2021-05-13,126,9
1921,2021-05-14,132,9
1922,2021-05-15,64,9
1923,2021-05-16,37,9
1924,2021-05-17,105,9
1925,2021-05-18,123,9
1926,2021-05-19,131,9
1927,2021-05-20,122,9
1928,2021-05-21,131,9
1929,2021-05-22,61,9
1930,2021-05-23,31,9
1931,2021-05-24,101,9
1932,2021-05-25,122,9
1933,2021-05-26,131,9
1934,2021-05-27,122,9
1935,2021-05-28,131,9
1936,2021-05-29,63,9
1937,2021-05-30,33,9
1938,2021-05-31,107,9
1939,2021-06-01,122,9
1940,2021-06-02,129,9
1941,2021-06-03,119,9
1942,2021-06-04,130,9
1943,2021-06-05,57,9
1944,2021-06-06,29,9
1945,2021-06-07,104,9
1946,2021-06-08,119,9
1947,2021-06-09,132,9
1948,2021-06-10,118,9
1949,2021-06-11,130,9
1950,2021-06-12,55,9
1951,2021-06-13,24,9
1952,2021-06-14,96,9
1953,2021-06-15,121,9
1954,2021-06-16,132,9
1955,2021-06-17,123,9
1956,2021-06-18,128,9
1957,2021-06-19,59,9
1958,2021-06-20,30,9
1959,2021-06-21,94,9
1960,2021-06-22,120,9
1961,2021-06-23,133,9
1962,2021-06-24,119,9
1963,2021-06-25,132,9
1964,2021-06-26,60,9
1965,2021-06-27,29,9
1966,2021-06-28,102,9
1967,2021-06-29,122,9
1968,2021-06-30,133,9
1969,2021-07-01,118,9
1970,2021-07-02,131,9
1971,2021-07-03,56,9
1972,2021-07-04,25,9
1973,2021-07-05,101,9
1974,2021-07-06,122,9
1975,2021-07-07,133,9
1976,2021-07-08,119,9
1977,2021-07-09,129,9
1978,2021-07-10,62,9
1979,2021-07-11,21,9
1980,2021-07-12,96,9
1981,2021-07-13,119,9
1982,2021-07-14,134,9
1983,2021-07-15,116,9
1984,2021-07-16,127,9
1985,2021-07-17,58,9
1986,2021-07-18,31,9
1987,2021-07-19,97,9
1988,2021-07-20,120,9
1989,2021-07-21,133,9
1990,2021-07-22,120,9
1991,2021-07-23,128,9
1992,2021-07-24,64,9
1993,2021-07-25,29,9
1994,2021-07-26,99,9
1995,2021-07-27,121,9
1996,2021-07-28,134,9
1997,2021-07-29,121,9
1998,2021-07-30,132,9
1999,2021-07-31,67,9
2000,2021-08-01,23,9
2001,2021-08-02,100,9
2002,2021-08-03,119,9
2003,2021-08-04,131,9
2004,2021-08-05,121,9
2005,2021-08-06,126,9
2006,2021-08-07,61,9
2007,2021-08-08,31,9
2008,2021-08-09,100,9
2009,2021-08-10,117,9
2010,2021-08-11,134,9
2011,2021-08-12,116,9
2012,2021-08-13,126,9
2013,2021-08-14,59,9
2014,2021-08-15,31,9
2015,2021-08-16,97,9
2016,2021-08-17,116,9
2017,2021-08-18,131,9
2018,2021-08-19,117,9
2019,2021-08-20,127,9
2020,2021-08-21,55,9
2021,2021-08-22,31,9
2022,2021-08-23,100,9
2023,2021-08-24,115,9
2024,2021-08-25,132,9
2033,2020-12-16,1,10
2034,2021-01-04,1,10
2035,2021-01-05,1,10
2036,2021-01-06,1,10
2037,2021-01-07,1,10
2038,2021-01-08,1,10
2039,2021-01-09,1,10
2040,2021-01-10,1,10
2041,2021-01-11,1,10
2042,2021-01-12,1,10
2043,2021-01-13,1,10
2044,2021-01-15,1,10
2045,2021-01-16,1,10
2046,2021-01-17,1,10
2047,2021-01-18,1,10
2048,2021-01-19,1,10
2049,2021-02-01,1,10
2050,2021-02-02,1,10
2051,2021-02-03,1,10
2052,2021-02-04,1,10
2053,2021-02-05,1,10
2054,2021-02-06,1,10
2055,2021-02-07,1,10
2056,2021-02-08,1,10
2057,2021-02-10,1,10
2058,2021-02-11,2,10
2059,2021-02-12,2,10
2060,2021-02-13,2,10
2061,2021-02-14,1,10
2062,2021-02-15,1,10
2063,2021-02-16,1,10
2064,2021-02-17,3,10
2065,2021-02-18,32,10
2066,2021-02-19,42,10
2067,2021-02-20,13,10
2068,2021-02-21,4,10
2069,2021-02-22,33,10
2070,2021-02-23,23,10
2071,2021-02-24,45,10
2072,2021-02-25,35,10
2073,2021-02-26,43,10
2074,2021-02-27,13,10
2075,2021-02-28,8,10
2076,2021-03-01,55,10
2077,2021-03-02,44,10
2078,2021-03-03,54,10
2079,2021-03-04,51,10
2080,2021-03-05,54,10
2081,2021-03-06,23,10
2082,2021-03-07,14,10
2083,2021-03-08,50,10
2084,2021-03-09,46,10
2085,2021-03-10,53,10
2086,2021-03-11,50,10
2087,2021-03-12,51,10
2088,2021-03-13,28,10
2089,2021-03-14,14,10
2090,2021-03-15,53,10
2091,2021-03-16,45,10
2092,2021-03-17,50,10
2093,2021-03-18,48,10
2094,2021-03-19,53,10
2095,2021-03-20,26,10
2096,2021-03-21,14,10
2097,2021-03-22,55,10
2098,2021-03-23,47,10
2099,2021-03-24,52,10
2100,2021-03-25,46,10
2101,2021-03-26,52,10
2102,2021-03-27,26,10
2103,2021-03-28,16,10
2104,2021-03-29,54,10
2105,2021-03-30,48,10
2106,2021-03-31,55,10
2107,2021-04-01,46,10
2108,2021-04-02,59,10
2109,2021-04-03,24,10
2110,2021-04-04,15,10
2111,2021-04-05,59,10
2112,2021-04-06,45,10
2113,2021-04-07,54,10
2114,2021-04-08,48,10
2115,2021-04-09,56,10
2116,2021-04-10,25,10
2117,2021-04-11,16,10
2118,2021-04-12,58,10
2119,2021-04-13,47,10
2120,2021-04-14,56,10
2121,2021-04-15,47,10
2122,2021-04-16,57,10
2123,2021-04-17,27,10
2124,2021-04-18,15,10
2125,2021-04-19,60,10
2126,2021-04-20,48,10
2127,2021-04-21,55,10
2128,2021-04-22,47,10
2129,2021-04-23,58,10
2130,2021-04-24,26,10
2131,2021-04-25,13,10
2132,2021-04-26,60,10
2133,2021-04-27,49,10
2134,2021-04-28,53,10
2135,2021-04-29,49,10
2136,2021-04-30,59,10
2137,2021-05-01,14,10
2138,2021-05-02,8,10
2139,2021-05-03,40,10
2140,2021-05-04,39,10
2141,2021-05-05,48,10
2142,2021-05-06,38,10
2143,2021-05-07,49,10
2144,2021-05-08,23,10
2145,2021-05-09,9,10
2146,2021-05-10,38,10
2147,2021-05-11,41,10
2148,2021-05-12,47,10
2149,2021-05-13,42,10
2150,2021-05-14,47,10
2151,2021-05-15,22,10
2152,2021-05-16,10,10
2153,2021-05-17,42,10
2154,2021-05-18,39,10
2155,2021-05-19,45,10
2156,2021-05-20,38,10
2157,2021-05-21,49,10
2158,2021-05-22,22,10
2159,2021-05-23,8,10
2160,2021-05-24,41,10
2161,2021-05-25,42,10
2162,2021-05-26,47,10
2163,2021-05-27,41,10
2164,2021-05-28,46,10
2165,2021-05-29,39,10
2166,2021-05-30,21,10
2167,2021-05-31,53,10
2168,2021-06-01,43,10
2169,2021-06-02,52,10
2170,2021-06-03,43,10
2171,2021-06-04,50,10
2172,2021-06-05,22,10
2173,2021-06-06,9,10
2174,2021-06-07,46,10
2175,2021-06-08,42,10
2176,2021-06-09,52,10
2177,2021-06-10,47,10
2178,2021-06-11,51,10
2179,2021-06-12,21,10
2180,2021-06-13,12,10
2181,2021-06-14,46,10
2182,2021-06-15,43,10
2183,2021-06-16,49,10
2184,2021-06-17,43,10
2185,2021-06-18,49,10
2186,2021-06-19,23,10
2187,2021-06-20,9,10
2188,2021-06-21,45,10
2189,2021-06-22,40,10
2190,2021-06-23,51,10
2191,2021-06-24,41,10
2192,2021-06-25,51,10
2193,2021-06-26,24,10
2194,2021-06-27,8,10
2195,2021-06-28,52,10
2196,2021-06-29,42,10
2197,2021-06-30,53,10
2198,2021-07-01,41,10
2199,2021-07-02,51,10
2200,2021-07-03,26,10
2201,2021-07-04,8,10
2202,2021-07-05,46,10
2203,2021-07-06,42,10
2204,2021-07-07,52,10
2205,2021-07-08,45,10
2206,2021-07-09,52,10
2207,2021-07-10,19,10
2208,2021-07-11,9,10
2209,2021-07-12,46,10
2210,2021-07-13,46,10
2211,2021-07-14,54,10
2212,2021-07-15,45,10
2213,2021-07-16,51,10
2214,2021-07-17,27,10
